Company,TypeName,ScreenResolution,Ram(GB),OpSys,Weight(kg),HDD,SSD,TouchScreen,IPS,PPI,CpuName,GpuBrand
6,2,4,4,1,1.7,0,128,0,1,157.35,32,1
6,6,15,16,1,2.3,0,512,0,1,282.42,34,2
6,2,4,16,1,2.5,0,512,0,0,141.21,34,2
4,4,4,8,1,3.2,1000,256,0,0,127.34,22,0
2,2,1,4,1,2.1,500,0,0,0,100.45,29,1
17,1,10,16,4,1.1,0,512,1,0,234.51,34,1
6,1,9,24,1,1.32,0,512,0,0,209.8,34,1
4,2,4,4,3,2.0,0,256,0,0,141.21,33,1
6,2,3,8,1,2.8,1000,0,0,0,106.11,7,0
5,2,4,4,1,2.2,0,256,0,0,141.21,33,0
6,1,4,8,1,1.36,0,256,0,1,176.23,33,1
6,2,4,4,1,2.2,0,128,0,0,141.21,36,1
2,4,4,8,1,2.2,1000,128,0,1,141.21,34,2
5,2,4,8,1,1.64,0,256,0,0,157.35,33,2
3,2,1,4,3,2.4,500,0,0,0,100.45,33,1
5,6,4,8,1,2.23,1000,0,0,0,141.21,37,2
8,4,4,8,1,2.2,0,256,0,0,141.21,33,2
9,1,8,16,1,1.25,0,512,1,0,200.84,34,1
2,2,1,8,1,1.91,0,128,0,0,100.45,33,1
5,6,4,16,1,2.17,0,256,0,1,141.21,34,2
2,6,4,8,1,2.31,0,512,0,1,141.21,34,1
6,2,4,8,1,1.65,0,256,0,0,157.35,33,1
5,2,4,8,1,2.36,1000,128,0,0,141.21,34,0
5,5,1,4,1,1.47,500,0,1,0,135.09,36,1
5,2,4,8,1,4.42,1000,0,0,1,127.34,34,2
9,1,8,4,1,1.252,0,128,1,0,200.84,31,1
9,1,8,8,1,1.25,0,256,1,0,200.84,34,1
2,2,3,8,1,2.5,0,256,0,0,106.11,32,1
3,2,4,4,1,2.23,1000,0,0,0,141.21,32,2
3,3,1,4,1,1.4,0,128,0,0,135.09,29,1
4,2,4,8,1,2.37,1000,0,0,0,141.21,33,1
6,2,4,8,4,1.5,0,512,0,1,157.35,34,0
6,2,4,8,1,2.67,0,256,0,0,141.21,34,2
4,2,1,4,1,2.0,500,0,0,0,100.45,36,1
3,2,1,4,1,2.2,500,0,0,0,100.45,32,2
5,2,4,8,1,2.02,2000,0,0,0,141.21,33,0
2,4,4,12,1,3.78,1000,0,0,1,127.34,34,2
6,1,9,12,1,1.4,0,256,0,1,209.8,34,1
2,5,15,8,1,1.29,0,512,1,1,331.26,34,1
2,2,4,8,1,1.9,500,0,0,0,141.21,33,0
17,1,10,8,4,1.1,0,128,1,0,234.51,33,1
5,1,4,8,1,1.42,0,256,1,0,165.63,33,1
4,2,15,12,1,2.06,1000,128,0,1,282.42,34,1
5,2,1,8,1,1.79,0,128,0,0,111.94,32,1
5,6,4,8,1,1.78,0,256,0,0,141.21,34,2
6,2,4,8,1,1.7,0,180,0,0,157.35,33,1
5,2,4,8,1,2.2,1000,0,0,0,141.21,33,0
10,2,4,8,1,1.05,0,256,0,1,165.63,33,1
5,2,4,8,1,2.16,0,512,0,1,141.21,34,2
5,2,1,4,1,2.18,1000,0,0,0,100.45,32,1
2,2,4,4,1,1.49,0,128,0,1,165.63,33,1
7,2,4,4,1,1.89,0,0,0,0,141.21,27,1
6,2,1,4,1,2.3,0,128,0,0,100.45,32,1
6,2,4,8,1,1.75,0,256,0,1,157.35,33,1
5,6,4,16,1,2.17,0,512,0,1,141.21,34,2
5,2,4,16,1,2.06,0,512,0,0,141.21,34,2
6,1,4,16,1,1.36,0,512,0,1,176.23,34,1
4,1,4,16,1,0.91,0,512,0,0,176.23,34,1
6,2,4,8,1,2.3,0,256,0,1,141.21,33,2
10,1,4,32,1,1.05,0,512,1,0,165.63,34,1
4,4,4,8,1,1.99,1000,128,0,0,141.21,34,2
3,2,1,8,1,2.2,1000,0,0,0,100.45,1,0
4,4,4,24,1,4.33,1000,256,1,1,127.34,34,2
6,1,1,8,1,1.3,0,180,0,1,125.37,33,1
6,2,4,8,1,2.17,0,256,0,0,141.21,34,1
2,2,4,8,1,1.48,0,1000,0,0,157.35,34,1
6,2,4,8,1,1.4,0,256,0,1,165.63,32,1
6,2,4,8,1,2.3,0,256,0,1,141.21,33,1
4,3,1,4,1,1.2,0,0,0,0,135.09,29,1
2,2,1,8,1,1.91,0,256,0,0,100.45,33,0
6,5,4,8,1,1.4,0,256,1,1,158.48,33,1
6,2,1,4,1,2.1,500,0,0,0,111.94,29,1
6,3,1,4,4,1.25,0,16,0,0,135.09,29,1
6,2,4,8,1,1.44,0,256,0,0,165.63,33,1
4,2,4,8,1,2.0,1000,256,0,0,141.21,34,1
3,2,4,4,1,2.2,1000,0,0,1,141.21,33,2
2,1,4,8,1,1.34,0,512,0,1,165.63,34,1
6,4,4,8,4,2.4,1000,256,0,1,141.21,34,2
5,1,4,8,1,1.29,0,128,1,1,165.63,33,1
3,2,4,4,1,2.2,500,0,0,0,141.21,34,2
5,2,4,8,1,2.18,1000,0,0,0,141.21,33,1
5,2,4,16,1,2.2,2000,256,0,0,141.21,34,0
12,2,4,16,4,1.95,0,256,0,1,141.21,34,2
4,3,1,2,1,1.1,0,0,0,0,135.09,29,1
2,2,1,4,1,2.04,1000,0,1,0,100.45,33,1
4,4,4,24,1,2.24,0,512,0,0,141.21,34,2
2,2,4,8,1,2.04,0,256,0,0,141.21,33,2
4,4,4,16,1,3.0,1000,256,0,0,127.34,34,2
6,4,4,8,1,3.2,1000,256,0,1,141.21,34,2
2,1,4,8,1,1.32,0,256,0,1,165.63,34,1
5,2,4,8,1,1.64,0,256,0,0,157.35,33,1
2,2,1,4,1,1.63,0,128,0,0,100.45,32,1
5,2,4,8,3,2.8,1000,128,0,1,127.34,33,0
6,2,4,8,1,2.02,0,256,0,0,157.35,33,1
6,2,4,4,1,2.2,1000,0,0,0,141.21,34,2
6,2,1,8,4,2.2,2000,0,0,0,100.45,32,2
5,2,4,4,1,2.3,500,0,0,0,141.21,33,0
5,2,4,8,1,1.9,0,256,0,0,141.21,33,1
5,4,4,16,1,4.42,1000,128,0,1,127.34,34,2
10,2,4,8,1,2.0,500,0,0,1,141.21,33,1
4,2,15,8,1,2.0,1000,256,0,1,282.42,34,2
15,2,4,4,1,1.2,0,32,0,1,165.63,30,1
4,4,4,8,1,2.3,1000,128,0,1,141.21,33,2
5,2,4,8,1,1.93,0,256,0,0,141.21,34,2
5,2,4,8,1,2.2,0,256,0,0,141.21,33,0
2,2,4,4,1,1.86,0,256,0,0,141.21,36,1
2,4,4,12,1,2.62,1000,0,0,0,127.34,34,2
6,2,4,8,1,1.87,0,256,0,1,157.35,34,2
5,1,14,8,1,1.2,0,256,1,0,276.05,34,1
5,2,4,4,1,1.6,0,128,0,0,157.35,32,1
2,1,14,8,1,1.34,0,256,0,1,276.05,34,1
3,4,4,8,3,2.4,1000,0,0,0,141.21,33,2
4,2,1,4,1,2.0,500,0,0,0,100.45,14,0
2,2,4,4,1,2.1,0,128,0,0,141.21,32,1
6,2,4,4,1,1.87,500,0,0,0,157.35,33,1
6,2,4,4,4,2.15,1000,0,0,0,141.21,33,1
2,2,4,4,1,1.86,500,0,0,0,141.21,32,1
6,2,4,8,1,1.99,0,512,0,1,141.21,34,1
6,2,4,4,1,2.2,0,128,0,0,141.21,32,1
5,2,4,8,1,1.9,0,256,0,0,141.21,33,1
5,4,4,16,1,4.42,1000,256,0,1,127.34,34,2
2,2,3,8,1,2.65,1000,0,0,0,106.11,32,1
2,2,4,8,1,2.63,1000,0,0,0,127.34,34,2
4,2,1,4,3,2.0,500,0,0,0,100.45,29,1
15,2,4,4,1,1.35,0,0,0,1,165.63,27,1
6,2,3,6,1,2.8,1000,128,0,0,106.11,34,2
2,2,4,6,1,1.91,0,128,0,1,141.21,2,0
5,2,1,4,1,2.18,1000,0,0,0,100.45,32,0
3,5,4,4,1,1.25,0,0,1,1,189.91,29,1
6,2,4,4,1,2.05,0,128,0,0,141.21,32,1
2,1,14,16,1,1.16,0,512,1,1,276.05,31,1
6,2,4,8,1,3.4,0,256,0,1,127.34,34,2
4,2,4,8,1,2.5,1000,128,0,0,141.21,33,2
5,1,15,8,1,1.21,0,128,1,1,331.26,33,1
5,2,1,4,1,1.93,500,0,0,0,100.45,33,1
18,2,1,8,1,2.2,1000,0,0,0,100.45,33,1
6,2,4,4,1,2.2,500,0,0,0,141.21,36,1
6,2,1,4,1,2.02,500,0,0,0,111.94,33,1
2,6,3,8,1,3.14,500,0,0,0,106.11,33,2
2,2,1,8,1,1.94,2000,0,0,0,111.94,36,1
2,2,4,6,1,1.95,0,256,0,1,141.21,12,0
6,2,4,8,1,2.3,0,256,0,0,141.21,33,1
6,2,4,4,1,2.05,500,0,0,0,141.21,33,1
15,2,4,4,1,1.4,0,32,0,0,157.35,27,1
10,1,4,16,1,1.24,0,512,1,0,157.35,34,1
6,4,4,32,1,4.6,1000,256,0,1,127.34,34,2
8,4,4,16,1,4.14,1000,512,0,0,127.34,34,2
5,2,4,8,3,2.2,0,256,0,0,141.21,34,0
15,2,4,4,1,1.45,0,32,0,1,157.35,30,1
5,2,1,8,1,1.9,500,0,0,0,100.45,33,1
2,2,4,4,1,1.49,0,128,0,0,165.63,32,1
5,2,4,16,1,1.93,0,256,0,0,141.21,34,2
5,3,1,4,4,1.26,0,0,0,0,135.09,29,1
8,4,4,16,1,4.5,1000,128,0,0,127.34,34,2
2,4,4,16,1,3.78,1000,256,0,1,127.34,34,2
6,1,4,12,1,1.4,0,256,0,1,157.35,34,1
6,2,1,12,1,2.2,1000,0,1,0,100.45,34,1
4,4,4,8,1,2.73,1000,128,0,1,127.34,33,2
4,5,1,8,1,2.2,1000,0,1,0,100.45,33,1
6,2,4,12,1,2.2,0,512,0,0,141.21,4,0
5,5,1,4,1,1.39,0,128,1,0,135.09,31,1
16,2,4,16,1,2.5,1000,128,0,0,141.21,34,2
6,2,4,4,4,2.8,500,0,0,0,127.34,32,1
6,2,1,8,1,2.29,1000,0,0,0,100.45,32,1
6,5,4,8,1,1.37,0,512,1,1,165.63,34,1
6,2,4,8,1,1.7,0,256,0,1,157.35,33,1
5,5,4,8,1,1.34,0,256,1,0,176.23,33,1
5,6,4,8,1,2.06,0,256,1,0,141.21,34,2
2,2,4,8,1,1.84,0,256,0,0,141.21,34,1
2,2,1,4,1,2.1,500,0,0,0,100.45,32,1
3,2,4,4,1,1.6,0,0,0,0,157.35,30,1
8,4,4,16,1,4.14,1000,128,0,0,127.34,34,2
5,2,1,4,3,2.18,1000,0,0,0,100.45,32,0
8,4,15,16,1,1.8,2000,256,0,0,282.42,34,2
10,2,4,8,1,2.2,0,256,0,1,141.21,34,1
6,2,4,6,1,2.4,1000,0,0,0,141.21,33,1
6,5,4,8,1,2.0,0,256,1,1,141.21,34,1
3,2,1,4,1,1.6,0,0,0,0,111.94,36,1
6,2,15,32,1,2.5,0,1000,0,1,282.42,38,2
5,4,4,16,1,2.59,1000,0,0,0,141.21,34,2
5,2,1,4,3,2.18,1000,0,0,0,100.45,32,1
5,2,1,4,3,2.25,1000,0,0,0,100.45,32,1
5,2,1,4,3,1.93,500,0,0,0,100.45,33,1
4,4,4,8,1,3.0,1000,128,0,0,127.34,34,2
5,2,4,4,3,2.18,0,128,0,0,141.21,33,0
2,1,4,8,1,1.84,0,512,0,0,141.21,34,1
8,4,4,16,1,2.94,1000,256,0,0,141.21,34,2
3,5,1,4,4,1.25,0,0,1,1,135.09,30,1
2,2,1,8,1,2.31,0,256,0,0,111.94,33,1
6,2,4,8,1,1.65,0,256,0,0,157.35,33,1
5,2,4,4,1,2.2,1000,0,0,0,141.21,33,0
18,2,1,8,1,2.2,0,256,0,0,100.45,33,1
2,2,1,4,1,1.88,500,0,0,0,100.45,33,1
6,2,4,8,1,2.2,1000,0,0,0,141.21,34,2
15,2,4,2,1,1.4,0,0,0,0,157.35,27,1
6,2,4,4,4,2.2,0,128,0,0,141.21,33,1
4,5,4,6,1,1.5,1000,0,1,0,165.63,33,1
5,2,4,8,1,2.0,0,256,0,0,141.21,34,2
4,1,4,16,1,1.1,0,512,0,0,157.35,34,1
5,4,4,16,1,2.62,1000,256,0,0,141.21,34,2
6,2,4,4,1,1.8,0,256,0,0,141.21,33,1
6,2,4,4,1,2.2,1000,0,0,0,141.21,32,2
4,2,1,8,1,2.0,1000,0,0,0,100.45,29,1
4,2,4,8,1,1.99,1000,0,0,0,141.21,33,2
5,1,14,8,1,1.23,0,256,1,0,276.05,33,1
6,2,1,2,1,1.42,0,0,0,0,111.94,29,1
6,5,4,8,1,1.37,0,256,1,1,165.63,34,1
5,2,15,16,1,2.06,0,1000,1,0,282.42,34,2
6,4,4,8,1,2.5,1000,128,0,1,141.21,34,2
2,2,3,8,1,2.6,1000,0,0,0,107.99,11,0
6,1,4,16,1,1.14,0,512,0,1,157.35,34,1
4,4,4,8,4,2.5,1000,0,0,1,141.21,34,2
3,2,1,4,1,2.4,500,0,0,0,100.45,32,1
6,2,1,4,1,1.43,0,0,0,0,111.94,29,1
3,1,4,8,1,1.8,0,256,0,1,157.35,33,1
14,4,4,16,1,1.95,0,256,0,0,157.35,34,2
10,2,4,8,1,1.2,0,256,0,0,165.63,33,1
6,1,4,8,1,1.36,0,256,0,1,176.23,34,1
4,4,4,32,1,3.8,0,512,0,1,127.34,34,2
3,4,4,8,3,2.4,1000,0,0,0,141.21,33,2
5,1,4,8,1,1.2,0,256,0,0,165.63,33,1
8,4,4,8,1,2.2,1000,128,0,0,141.21,34,2
2,2,1,4,4,1.86,500,0,0,0,100.45,32,1
10,2,4,8,1,2.0,500,0,0,1,141.21,33,1
5,2,4,8,1,2.2,0,256,0,0,141.21,34,0
5,2,4,16,1,2.2,2000,256,0,0,141.21,34,0
6,4,4,8,1,3.31,1000,128,0,1,141.21,34,2
5,4,15,32,1,4.42,1000,512,0,1,254.67,34,2
5,2,4,8,1,1.56,0,256,0,0,157.35,33,1
6,2,1,4,1,2.2,500,0,0,0,100.45,29,1
6,2,4,4,1,2.2,500,0,0,0,141.21,33,1
2,2,4,6,1,2.04,1000,0,0,0,141.21,32,0
8,4,4,8,1,2.7,1000,128,0,0,127.34,34,2
10,2,1,4,1,2.1,0,128,0,0,100.45,32,1
5,2,4,8,1,2.06,1000,0,0,0,141.21,33,1
2,2,4,8,1,2.1,1000,0,0,0,141.21,34,0
10,2,4,8,1,2.0,0,256,0,1,141.21,33,1
3,2,1,4,3,2.1,0,128,0,0,100.45,32,1
9,1,8,8,1,1.252,0,256,1,0,200.84,34,1
6,2,4,8,1,1.9,1000,128,0,0,141.21,33,0
6,5,4,8,1,1.3,0,256,1,1,165.63,33,1
6,2,1,4,1,2.2,0,128,0,0,100.45,18,0
2,5,4,4,1,1.63,0,128,1,1,157.35,32,2
8,4,4,16,1,2.4,1000,256,0,0,141.21,34,2
4,1,4,8,1,1.1,0,256,0,0,157.35,33,1
2,5,1,8,4,1.4,0,0,1,0,135.09,29,1
19,1,4,8,1,1.09,0,512,0,1,141.21,34,1
3,4,4,16,1,2.5,0,256,0,0,141.21,33,2
8,4,4,8,1,2.2,0,256,0,0,141.21,33,2
4,2,1,4,1,1.86,0,128,0,0,100.45,29,1
5,4,4,16,1,3.21,1000,128,0,0,141.21,33,2
2,2,4,4,1,2.5,0,256,0,1,127.34,32,0
6,5,4,8,1,1.19,0,512,1,1,165.63,34,1
5,4,4,16,1,3.49,1000,256,0,0,141.21,34,2
2,2,1,4,1,1.86,500,0,0,0,100.45,33,0
5,2,1,4,1,2.2,1000,0,0,0,100.45,32,0
2,2,4,6,1,2.65,2000,0,0,1,127.34,0,0
6,2,1,4,1,2.1,500,0,0,0,100.45,29,1
3,2,1,4,4,1.45,0,0,0,0,111.94,29,1
6,2,4,4,1,1.7,0,256,0,0,157.35,33,1
2,6,4,8,1,3.14,500,0,0,0,127.34,34,2
6,5,9,8,1,1.42,0,256,1,0,209.8,34,1
10,2,4,8,1,1.5,0,256,0,1,165.63,33,1
3,3,1,4,1,1.4,0,0,0,0,135.09,29,1
6,5,4,16,1,1.38,0,512,1,0,157.35,34,1
4,5,4,4,4,1.2,0,0,1,0,176.23,31,1
10,1,4,16,1,1.36,0,512,1,0,165.63,34,1
2,2,4,4,1,2.1,500,0,0,1,141.21,34,0
5,4,4,8,1,2.56,1000,0,0,0,141.21,33,2
6,2,4,4,1,2.2,0,256,0,0,141.21,11,0
6,2,1,8,1,2.2,1000,0,0,0,100.45,4,0
6,2,4,4,1,2.1,2000,0,0,0,141.21,33,1
6,2,1,4,4,1.9,500,0,0,0,100.45,32,1
5,2,4,8,1,2.18,0,256,0,0,141.21,33,1
3,5,4,8,1,1.6,0,256,1,1,165.63,33,1
6,6,4,16,1,2.18,0,512,0,0,141.21,34,2
6,2,4,8,1,1.8,0,256,0,0,157.35,33,1
2,2,4,6,1,2.71,2000,0,0,1,127.34,1,0
6,4,4,8,1,2.5,1000,128,0,1,141.21,34,2
5,2,4,8,3,1.64,0,256,0,0,157.35,33,2
5,2,4,8,3,1.98,1000,0,0,0,141.21,33,1
4,2,4,4,1,1.5,0,0,0,0,157.35,29,1
5,2,4,16,1,1.93,0,512,0,0,141.21,33,1
6,2,4,8,1,1.87,0,256,0,1,157.35,33,2
5,2,4,8,1,1.9,0,256,0,0,141.21,33,1
6,2,1,4,1,2.19,500,0,0,0,100.45,6,0
15,2,5,4,1,1.4,32,0,0,1,161.73,25,1
2,2,4,8,1,2.63,0,256,0,0,127.34,34,2
6,1,9,8,1,1.17,0,512,0,1,209.8,34,1
2,5,1,8,1,1.58,0,256,1,1,117.83,33,1
6,1,4,8,1,1.32,0,256,0,1,157.35,33,1
5,4,15,32,1,4.36,1000,1000,0,0,254.67,34,2
8,4,4,8,1,2.7,1000,128,0,0,127.34,34,2
6,2,1,4,4,1.9,1000,0,0,0,100.45,33,1
5,2,4,8,1,2.2,1000,128,0,0,141.21,33,0
5,5,4,4,1,1.71,1000,0,1,0,165.63,32,1
5,2,1,8,3,2.32,1000,0,0,0,100.45,33,0
2,2,4,4,1,2.1,1000,0,0,0,141.21,11,0
3,4,4,16,1,4.2,1000,128,0,1,127.34,34,2
5,2,1,12,1,2.25,1000,0,0,0,100.45,33,1
2,2,4,6,1,2.1,1000,128,0,0,141.21,12,0
3,2,1,4,1,2.4,500,0,0,0,100.45,33,1
6,2,4,8,1,1.44,0,256,0,1,165.63,33,1
6,2,4,4,1,1.85,1000,0,0,0,141.21,34,1
2,6,4,16,1,2.6,0,256,0,0,141.21,34,2
5,5,4,8,1,1.55,1000,0,1,0,165.63,33,1
8,4,4,16,1,1.8,1000,256,0,0,141.21,34,2
3,2,1,4,1,2.4,500,0,0,0,100.45,32,1
5,2,4,8,1,2.0,1000,128,0,0,141.21,34,2
5,2,1,8,1,2.0,0,256,0,0,100.45,32,1
10,2,4,8,1,1.25,0,256,1,1,157.35,33,1
6,5,4,8,1,1.7,0,256,1,0,157.35,33,1
6,6,15,16,1,2.5,0,1000,0,1,282.42,34,2
3,2,1,2,4,1.68,0,0,0,0,111.94,29,1
16,1,4,16,1,0.81,0,256,0,0,165.63,34,1
2,2,4,8,1,1.86,0,256,0,0,141.21,32,1
5,2,1,8,1,1.6,0,256,0,0,111.94,33,1
2,6,4,16,1,3.0,0,256,0,1,127.34,38,2
6,3,1,4,1,1.4,0,128,1,0,135.09,29,1
2,2,4,8,1,1.84,0,256,0,0,141.21,33,1
4,2,1,4,4,2.45,1000,0,0,0,100.45,33,2
6,1,4,4,1,1.7,0,180,0,0,157.35,33,1
4,2,1,4,1,2.37,0,256,0,0,100.45,34,1
6,5,14,8,1,1.3,0,256,1,1,276.05,33,1
2,2,4,8,1,2.2,1000,128,0,1,141.21,33,2
2,6,4,8,1,2.59,0,256,0,0,141.21,34,2
5,4,15,16,1,4.42,1000,256,0,1,282.42,34,2
3,2,1,4,1,2.1,0,256,0,0,100.45,33,1
6,4,4,8,1,2.5,1000,128,0,1,141.21,34,2
5,1,4,16,1,1.18,0,256,0,0,176.23,34,1
17,1,10,8,4,1.1,0,256,1,0,234.51,33,1
4,1,14,8,1,1.2,0,256,0,1,276.05,33,1
5,2,1,4,1,1.65,500,0,0,0,117.83,32,1
3,2,1,4,1,1.6,0,128,0,0,117.83,33,1
4,2,1,4,1,2.8,1000,0,0,0,90.58,36,2
5,4,15,16,1,2.72,1000,128,1,1,282.42,34,2
16,1,4,8,1,1.31,0,256,1,0,165.63,34,1
3,2,1,4,3,2.1,1000,0,0,0,100.45,36,1
5,2,4,16,1,2.3,0,256,0,0,141.21,34,0
16,5,4,16,1,1.71,0,256,1,0,146.86,34,0
10,2,1,4,1,1.75,0,128,0,1,111.94,33,1
5,4,4,8,1,2.62,1000,0,0,0,141.21,34,2
2,1,1,4,1,1.26,0,256,0,0,125.37,33,1
4,5,4,12,1,2.3,2000,0,1,0,141.21,34,2
6,2,15,16,1,2.5,0,512,0,0,282.42,34,2
3,2,4,4,1,1.8,0,128,0,1,157.35,32,1
14,4,4,16,1,1.95,0,512,0,0,157.35,34,2
4,2,4,8,1,2.0,0,128,0,0,141.21,35,1
5,4,4,32,1,4.42,1000,1000,0,1,127.34,34,2
4,4,4,16,1,4.3,1000,256,0,1,127.34,34,2
10,1,4,16,1,1.47,0,512,0,1,157.35,34,2
6,2,1,8,4,2.2,1000,0,0,0,100.45,30,1
6,1,4,16,1,1.7,0,512,0,0,157.35,34,1
8,4,4,16,1,1.6,1000,256,0,1,157.35,34,2
8,4,4,8,1,2.2,1000,128,0,0,141.21,33,2
6,4,4,4,1,2.4,1000,0,0,1,141.21,34,2
3,4,4,16,1,4.2,1000,256,0,1,127.34,34,2
5,4,4,8,1,2.62,0,256,0,0,141.21,33,2
4,4,4,8,1,2.24,1000,128,0,0,141.21,34,2
13,2,4,4,1,1.22,0,0,0,0,157.35,29,1
6,5,4,8,1,1.37,0,512,1,1,165.63,34,1
6,5,4,8,1,2.08,0,256,1,0,141.21,33,0
1,1,7,8,2,0.92,0,0,0,1,226.42,31,1
6,5,9,8,1,1.42,0,256,1,1,209.8,33,1
4,2,1,4,1,1.63,0,0,0,0,111.94,29,1
5,2,1,8,1,1.95,0,128,0,0,100.45,33,1
6,5,4,8,1,1.38,0,256,1,1,158.48,34,1
5,2,4,8,1,2.0,0,256,0,0,141.21,32,0
2,6,4,8,1,3.14,0,256,0,0,141.21,34,2
4,2,4,8,1,2.37,0,256,0,0,141.21,33,1
5,1,4,8,1,1.29,0,256,0,0,165.63,33,1
5,2,15,8,1,2.06,0,256,1,0,282.42,33,2
5,3,1,4,1,1.63,0,128,0,0,135.09,36,1
2,3,1,8,1,1.26,0,256,0,0,125.37,33,1
10,2,1,4,1,2.1,500,0,0,0,100.45,33,1
2,2,1,8,1,2.04,2000,0,0,0,100.45,3,0
5,4,15,16,1,2.62,0,512,0,0,282.42,34,2
6,2,4,4,1,2.4,1000,0,0,0,141.21,33,2
2,4,4,12,1,3.74,1000,0,0,1,127.34,34,0
8,4,4,16,1,2.9,1000,512,0,0,127.34,34,2
16,1,4,8,1,0.81,0,256,0,0,165.63,33,1
5,2,4,8,1,1.98,1000,0,0,0,141.21,34,2
5,2,4,8,1,2.18,0,256,0,0,141.21,33,0
6,1,4,8,1,1.32,0,256,0,0,157.35,34,1
14,1,15,16,1,1.29,0,512,1,1,352.47,34,1
2,3,1,4,4,1.23,0,0,0,0,135.09,29,1
5,4,4,16,1,4.36,1000,128,0,1,127.34,34,2
5,2,1,4,1,1.76,500,0,0,0,111.94,33,1
6,2,1,4,1,2.1,500,0,0,0,100.45,32,1
10,1,1,4,1,1.25,0,128,0,0,111.94,33,1
6,1,4,8,1,1.13,0,512,0,1,157.35,34,1
8,4,4,8,1,2.4,0,256,0,0,141.21,33,2
6,1,4,8,1,1.13,0,0,0,1,157.35,33,1
10,2,1,4,1,1.75,0,128,0,0,111.94,35,1
4,5,4,8,1,1.1,0,256,1,0,165.63,33,1
5,2,1,4,1,1.76,500,0,0,0,111.94,32,1
3,3,1,4,4,1.35,0,0,0,1,135.09,29,1
3,2,4,8,1,1.5,0,128,0,1,157.35,32,1
14,4,15,32,1,3.49,0,512,1,0,254.67,34,2
6,1,9,16,1,1.1,0,512,0,1,209.8,34,1
4,2,4,4,3,2.1,1000,0,0,0,141.21,33,2
6,2,4,8,1,1.7,0,256,0,0,157.35,33,1
6,2,4,8,1,1.32,0,256,0,1,157.35,33,1
5,4,4,16,1,3.21,1000,256,0,0,141.21,34,2
4,4,4,16,1,2.9,1000,256,0,0,127.34,34,2
10,2,1,4,1,2.0,500,0,0,0,100.45,32,1
6,2,1,4,4,1.5,0,0,0,0,111.94,30,1
4,2,4,8,1,2.3,128,0,0,0,141.21,33,1
4,4,4,16,1,2.73,1000,512,0,0,127.34,34,2
5,4,4,32,1,4.42,1000,512,0,1,127.34,34,2
2,2,3,8,1,2.63,1000,0,0,0,106.11,33,2
5,2,1,8,1,2.18,0,128,0,0,100.45,33,1
2,1,4,8,1,1.54,0,512,0,0,157.35,34,1
5,2,4,4,1,2.18,0,256,0,0,141.21,34,0
2,5,1,4,4,1.4,0,0,1,0,135.09,29,1
4,1,4,8,1,1.45,0,512,0,1,165.63,33,2
2,5,4,8,1,1.28,0,256,1,0,165.63,33,1
2,1,4,8,1,1.54,0,512,0,0,157.35,34,1
2,2,1,4,4,1.86,0,128,0,0,100.45,29,1
4,4,4,16,1,2.1,1000,128,0,0,141.21,34,2
5,2,4,8,3,2.83,1000,0,0,0,127.34,34,0
6,1,4,8,1,1.96,0,256,0,1,157.35,34,2
4,2,4,8,1,2.3,0,256,0,1,141.21,34,2
5,2,4,8,1,1.9,0,128,0,0,141.21,33,1
4,2,1,4,1,2.0,1000,0,0,0,100.45,36,1
2,5,4,8,1,1.28,0,256,1,0,165.63,34,1
5,2,4,8,1,1.62,1000,0,1,0,165.63,33,1
6,2,4,4,4,2.2,1000,0,0,0,141.21,32,1
6,2,4,8,1,2.3,1000,0,0,1,141.21,33,1
2,2,4,8,1,1.84,0,256,0,0,141.21,33,0
10,2,4,4,1,1.05,0,128,0,0,165.63,33,1
6,4,4,8,4,2.5,1000,0,0,1,141.21,33,2
5,1,14,16,1,1.29,0,512,1,0,276.05,34,1
2,2,4,4,1,2.07,500,0,0,0,141.21,33,1
