Company,TypeName,Inches,ScreenResolution,Ram(GB),OpSys,Weight(kg),Price_euros,HDD,SSD,TouchScreen,IPS,PPI,CpuName,GpuBrand
3,2,15.6,1,8,1,2.2,659.0,0,256,0,0,100.45,4,0
6,2,14.0,1,4,1,1.44,292.0,0,0,0,0,111.94,29,1
3,2,15.6,1,6,1,2.23,549.0,1000,0,0,0,100.45,33,1
4,1,15.6,4,8,1,1.7,1049.9,0,256,0,0,141.21,34,2
2,1,12.5,4,8,1,1.26,1335.0,0,256,0,0,176.23,34,1
5,2,15.6,15,32,1,2.06,2639.0,0,1000,1,0,282.42,34,2
8,4,17.3,4,8,1,2.7,1199.0,1000,256,0,0,127.34,34,2
10,2,15.6,4,8,1,2.0,943.0,0,256,0,1,141.21,33,1
4,2,14.0,4,8,1,2.0,1334.0,1000,256,0,0,157.35,34,1
6,2,15.6,4,4,1,1.85,449.0,1000,0,0,0,141.21,32,1
4,4,15.6,4,8,1,2.5,999.0,0,256,0,0,141.21,34,2
2,2,14.0,4,8,1,1.48,1268.0,0,256,0,0,157.35,33,1
5,1,15.6,4,8,1,1.9,1049.0,1000,128,0,1,141.21,33,2
2,2,15.6,4,8,1,1.84,1144.0,0,256,0,0,141.21,33,1
4,2,15.6,1,4,3,2.0,274.99,1000,0,0,0,100.45,29,1
5,2,15.6,4,8,1,2.0,1142.75,0,256,0,0,141.21,33,2
5,2,15.6,1,4,3,2.2,274.9,500,0,0,0,100.45,29,1
6,2,15.6,4,12,1,2.2,899.0,2000,0,0,0,141.21,4,0
2,2,15.6,4,8,1,2.1,716.0,1000,0,0,1,141.21,32,2
6,5,13.9,15,16,1,1.4,2099.0,0,512,1,1,316.97,34,1
5,1,13.3,4,8,1,1.2,1579.0,0,256,0,0,165.63,34,1
6,4,15.6,4,16,1,2.4,1129.0,2000,256,0,1,141.21,34,2
2,2,14.0,1,2,1,1.44,279.0,0,0,0,0,111.94,29,1
5,1,15.6,4,16,1,1.88,1607.96,0,768,0,0,141.21,34,1
4,5,11.6,1,4,1,1.5,375.0,0,0,1,0,135.09,29,1
5,1,15.6,4,8,1,1.9,663.0,1000,0,0,0,141.21,33,0
5,2,15.6,15,16,1,2.06,2027.42,0,512,1,0,282.42,34,2
2,2,15.6,4,8,1,1.84,1304.0,0,256,0,0,141.21,34,1
8,4,17.3,4,8,1,2.7,1409.0,1000,128,0,0,127.34,34,2
2,6,15.6,4,8,1,2.6,1738.27,0,256,0,0,141.21,34,2
10,2,15.6,4,16,1,2.4,1403.0,0,512,0,1,141.21,34,2
5,2,15.6,4,8,1,2.02,970.9,2000,128,0,0,141.21,34,0
6,2,15.6,1,4,4,2.2,321.99,1000,0,0,0,100.45,29,1
5,4,15.6,4,8,1,2.65,999.0,1000,0,0,0,141.21,33,2
5,2,15.6,1,8,1,2.36,557.37,2000,0,1,0,100.45,33,1
5,2,14.0,4,8,1,1.36,1427.0,0,256,0,0,157.35,33,1
2,2,15.6,1,4,1,1.86,439.0,500,0,0,0,100.45,32,1
4,2,14.0,4,8,1,2.0,945.0,0,256,0,0,157.35,33,1
6,2,17.3,3,6,1,2.8,719.0,1000,128,0,0,106.11,33,2
2,2,15.6,4,8,1,1.86,639.0,1000,0,0,0,141.21,33,1
6,2,15.6,1,8,4,2.2,499.0,0,256,0,0,100.45,32,2
2,2,15.6,1,8,1,2.04,389.0,2000,0,0,0,100.45,36,1
5,2,17.3,4,8,1,2.8,1085.0,1000,128,0,0,127.34,33,0
6,4,15.6,4,8,4,2.4,809.0,1000,128,0,1,141.21,33,2
5,2,15.6,4,8,1,2.33,899.0,0,256,0,0,141.21,34,0
2,1,14.0,4,8,1,1.36,1750.0,0,256,0,1,157.35,34,1
4,5,15.6,4,12,1,2.26,1099.0,2000,512,1,0,141.21,34,2
3,2,15.6,1,4,1,2.1,426.0,0,128,0,0,100.45,11,0
4,4,17.3,4,16,1,3.25,2199.0,1000,256,0,1,127.34,23,0
6,2,17.3,3,4,1,2.6,489.0,0,128,0,0,106.11,9,0
5,5,13.3,4,8,1,1.62,869.01,0,256,1,0,165.63,34,1
2,2,15.6,4,4,1,1.91,488.99,0,256,0,0,141.21,11,0
6,3,11.6,1,4,1,1.59,553.0,0,128,0,1,135.09,30,1
5,2,15.6,1,4,1,1.8,309.0,500,0,0,0,100.45,29,1
4,2,14.0,1,4,1,1.5,286.0,0,0,0,0,111.94,29,1
3,2,15.6,4,8,3,2.4,846.0,1000,0,0,0,141.21,34,2
2,4,17.3,4,8,1,3.35,1191.0,1000,128,0,1,127.34,34,2
6,2,15.6,4,4,4,1.85,403.5,0,128,0,0,141.21,32,1
4,4,15.6,4,8,1,2.3,1655.0,1000,128,0,1,141.21,34,2
6,2,14.0,4,8,1,1.5,1099.0,0,256,0,1,157.35,33,2
4,1,13.3,4,16,1,1.1,1748.9,0,512,1,0,165.63,34,1
6,1,14.0,9,8,1,1.13,2282.0,0,512,0,1,209.8,34,1
6,2,13.3,4,4,1,1.5,549.0,0,128,0,1,165.63,32,1
5,6,15.6,4,8,1,2.23,1369.0,500,0,0,0,141.21,33,0
5,6,15.6,4,8,1,2.0,2135.0,0,256,0,1,141.21,34,2
6,5,14.0,9,16,1,1.42,2509.0,0,512,1,0,209.8,34,1
4,4,17.3,4,8,1,3.0,1039.0,1000,0,0,0,127.34,34,2
4,4,17.3,4,16,1,3.0,1591.0,1000,256,0,0,127.34,34,2
3,2,15.6,1,12,1,2.2,693.99,1000,0,0,1,100.45,33,2
8,4,17.3,4,8,1,2.7,1349.0,0,256,0,0,127.34,34,2
5,2,15.6,4,8,3,2.33,778.87,0,256,0,0,141.21,34,0
2,1,15.6,4,4,1,1.91,499.0,0,256,0,0,141.21,11,0
6,2,15.6,4,8,1,2.1,1229.56,0,256,0,1,141.21,34,0
6,2,14.0,4,8,1,1.9,938.0,0,256,0,1,157.35,33,1
5,6,15.6,15,8,1,1.78,2712.0,0,256,1,0,282.42,34,2
6,1,14.0,9,16,1,1.13,2625.0,0,1000,0,1,209.8,34,1
6,2,15.6,1,4,1,2.2,306.0,1000,0,0,0,100.45,29,1
4,4,17.3,4,16,1,2.9,1529.0,1000,256,0,0,127.34,34,2
6,2,15.6,4,8,1,2.1,1144.5,1000,256,0,1,141.21,33,0
3,2,15.6,4,8,3,2.5,879.0,0,256,0,0,141.21,34,2
8,4,17.3,4,16,1,2.8,2249.0,1000,256,0,0,127.34,34,2
4,1,14.0,4,8,1,1.1,1873.0,0,512,0,0,157.35,34,1
10,1,13.3,4,16,1,1.2,1747.0,0,512,0,0,165.63,34,1
5,1,14.0,4,8,1,1.36,1680.0,0,512,0,0,157.35,34,1
6,2,15.6,4,4,1,2.2,409.0,500,0,0,0,141.21,32,1
6,2,11.6,1,2,1,1.15,304.45,0,0,0,0,135.09,29,1
6,6,15.6,4,8,1,2.67,1925.0,0,512,0,0,141.21,34,2
6,1,14.0,9,8,1,1.7,1943.0,0,512,0,1,209.8,34,2
2,2,15.6,4,4,1,2.1,469.0,1000,0,0,0,141.21,32,0
3,5,13.3,4,8,1,1.6,789.01,0,256,1,1,165.63,34,1
4,5,13.3,4,8,1,1.27,928.0,0,256,1,1,165.63,33,1
5,2,15.6,4,4,3,2.3,598.9,0,256,0,0,141.21,33,0
5,2,13.3,1,4,1,1.65,689.0,0,128,0,0,117.83,32,1
2,1,14.0,4,8,1,1.43,1500.0,0,256,0,0,157.35,34,1
5,2,15.6,1,8,1,2.14,539.95,1000,0,0,0,100.45,33,1
6,1,14.0,4,8,1,1.75,1215.38,0,256,0,1,157.35,34,0
6,5,15.6,15,16,1,2.0,1899.0,0,512,1,1,282.42,34,2
7,2,12.3,12,6,1,1.4,449.0,0,0,0,1,267.34,30,1
2,2,15.6,4,8,1,2.31,1427.0,0,256,0,0,141.21,34,1
4,2,15.6,4,8,3,2.3,597.0,1000,0,0,0,141.21,32,2
5,4,17.3,9,16,1,4.42,2799.0,1000,256,0,1,169.78,34,2
5,4,15.6,4,8,1,2.62,1159.0,1000,128,0,1,141.21,34,2
5,2,15.6,4,8,1,2.02,1142.4,2000,256,0,0,141.21,34,0
5,1,14.0,4,8,3,1.6,1099.0,0,256,0,0,157.35,34,1
2,4,17.3,4,12,1,3.35,1999.0,1000,256,0,0,127.34,34,2
15,5,11.6,4,4,1,1.16,299.0,0,32,1,1,189.91,29,1
16,3,11.6,1,4,4,1.15,269.0,0,0,0,0,135.09,29,1
6,2,13.3,4,8,1,1.4,1010.0,0,256,0,1,165.63,34,1
6,2,14.0,4,4,1,1.7,599.0,0,128,0,1,157.35,32,1
6,6,15.6,15,16,1,2.3,2445.0,0,512,0,1,282.42,34,2
6,2,15.6,4,16,1,2.5,2449.0,0,512,0,0,141.21,34,2
4,4,17.3,4,8,1,3.2,1695.0,1000,256,0,0,127.34,22,0
2,2,15.6,1,4,1,2.1,347.0,500,0,0,0,100.45,29,1
17,1,12.3,10,16,4,1.1,2199.0,0,512,1,0,234.51,34,1
6,1,14.0,9,24,1,1.32,2382.0,0,512,0,0,209.8,34,1
4,2,15.6,4,4,3,2.0,559.0,0,256,0,0,141.21,33,1
6,2,17.3,3,8,1,2.8,519.0,1000,0,0,0,106.11,7,0
5,2,15.6,4,4,1,2.2,749.0,0,256,0,0,141.21,33,0
6,1,12.5,4,8,1,1.36,1429.0,0,256,0,1,176.23,33,1
6,2,15.6,4,4,1,2.2,349.0,0,128,0,0,141.21,36,1
2,4,15.6,4,8,1,2.2,1099.0,1000,128,0,1,141.21,34,2
5,2,14.0,4,8,1,1.64,1179.0,0,256,0,0,157.35,33,2
3,2,15.6,1,4,3,2.4,441.8,500,0,0,0,100.45,33,1
5,6,15.6,4,8,1,2.23,1993.0,1000,0,0,0,141.21,37,2
8,4,15.6,4,8,1,2.2,1027.74,0,256,0,0,141.21,33,2
9,1,13.5,8,16,1,1.25,2589.0,0,512,1,0,200.84,34,1
2,2,15.6,1,8,1,1.91,589.0,0,128,0,0,100.45,33,1
5,6,15.6,4,16,1,2.17,1975.0,0,256,0,1,141.21,34,2
2,6,15.6,4,8,1,2.31,1534.0,0,512,0,1,141.21,34,1
6,2,14.0,4,8,1,1.65,1345.0,0,256,0,0,157.35,33,1
5,2,15.6,4,8,1,2.36,979.0,1000,128,0,0,141.21,34,0
5,5,11.6,1,4,1,1.47,479.0,500,0,1,0,135.09,36,1
5,2,17.3,4,8,1,4.42,2046.0,1000,0,0,1,127.34,34,2
9,1,13.5,8,4,1,1.252,989.0,0,128,1,0,200.84,31,1
9,1,13.5,8,8,1,1.25,1799.0,0,256,1,0,200.84,34,1
2,2,17.3,3,8,1,2.5,639.9,0,256,0,0,106.11,32,1
3,2,15.6,4,4,1,2.23,544.0,1000,0,0,0,141.21,32,2
3,3,11.6,1,4,1,1.4,435.0,0,128,0,0,135.09,29,1
4,2,15.6,4,8,1,2.37,749.0,1000,0,0,0,141.21,33,1
6,2,14.0,4,8,4,1.5,799.0,0,512,0,1,157.35,34,0
6,2,15.6,4,8,1,2.67,2090.0,0,256,0,0,141.21,34,2
4,2,15.6,1,4,1,2.0,304.0,500,0,0,0,100.45,36,1
3,2,15.6,1,4,1,2.2,469.0,500,0,0,0,100.45,32,2
5,2,15.6,4,8,1,2.02,759.0,2000,0,0,0,141.21,33,0
2,4,17.3,4,12,1,3.78,1699.0,1000,0,0,1,127.34,34,2
6,1,14.0,9,12,1,1.4,1858.0,0,256,0,1,209.8,34,1
2,5,13.3,15,8,1,1.29,1999.0,0,512,1,1,331.26,34,1
2,2,15.6,4,8,1,1.9,1154.0,500,0,0,0,141.21,33,0
17,1,12.3,10,8,4,1.1,1275.0,0,128,1,0,234.51,33,1
5,1,13.3,4,8,1,1.42,1841.85,0,256,1,0,165.63,33,1
4,2,15.6,15,12,1,2.06,1299.0,1000,128,0,1,282.42,34,1
5,2,14.0,1,8,1,1.79,740.0,0,128,0,0,111.94,32,1
5,6,15.6,4,8,1,1.78,2408.0,0,256,0,0,141.21,34,2
6,2,14.0,4,8,1,1.7,1364.0,0,180,0,0,157.35,33,1
5,2,15.6,4,8,1,2.2,675.0,1000,0,0,0,141.21,33,0
10,2,13.3,4,8,1,1.05,1672.0,0,256,0,1,165.63,33,1
5,2,15.6,4,8,1,2.16,1262.0,0,512,0,1,141.21,34,2
5,2,15.6,1,4,1,2.18,586.6,1000,0,0,0,100.45,32,1
2,2,13.3,4,4,1,1.49,726.0,0,128,0,1,165.63,33,1
7,2,15.6,4,4,1,1.89,248.9,0,0,0,0,141.21,27,1
6,2,15.6,1,4,1,2.3,565.0,0,128,0,0,100.45,32,1
6,2,14.0,4,8,1,1.75,1049.0,0,256,0,1,157.35,33,1
5,6,15.6,4,16,1,2.17,2338.0,0,512,0,1,141.21,34,2
5,2,15.6,4,16,1,2.06,1899.0,0,512,0,0,141.21,34,2
6,1,12.5,4,16,1,1.36,1798.0,0,512,0,1,176.23,34,1
4,1,12.5,4,16,1,0.91,1950.0,0,512,0,0,176.23,34,1
6,2,15.6,4,8,1,2.3,1011.99,0,256,0,1,141.21,33,2
10,1,13.3,4,32,1,1.05,2799.0,0,512,1,0,165.63,34,1
4,4,15.6,4,8,1,1.99,1350.0,1000,128,0,0,141.21,34,2
3,2,15.6,1,8,1,2.2,579.0,1000,0,0,0,100.45,1,0
4,4,17.3,4,24,1,4.33,1269.0,1000,256,1,1,127.34,34,2
6,1,12.5,1,8,1,1.3,1099.0,0,180,0,1,125.37,33,1
6,2,15.6,4,8,1,2.17,898.9,0,256,0,0,141.21,34,1
2,2,14.0,4,8,1,1.48,1749.0,0,1000,0,0,157.35,34,1
6,2,13.3,4,8,1,1.4,949.0,0,256,0,1,165.63,32,1
6,2,15.6,4,8,1,2.3,911.0,0,256,0,1,141.21,33,1
4,3,11.6,1,4,1,1.2,340.0,0,0,0,0,135.09,29,1
2,2,15.6,1,8,1,1.91,618.99,0,256,0,0,100.45,33,0
6,5,13.9,4,8,1,1.4,1599.0,0,256,1,1,158.48,33,1
6,2,14.0,1,4,1,2.1,299.0,500,0,0,0,111.94,29,1
6,3,11.6,1,4,4,1.25,265.0,0,16,0,0,135.09,29,1
6,2,13.3,4,8,1,1.44,949.0,0,256,0,0,165.63,33,1
4,2,15.6,4,8,1,2.0,1224.0,1000,256,0,0,141.21,34,1
3,2,15.6,4,4,1,2.2,613.0,1000,0,0,1,141.21,33,2
2,1,13.3,4,8,1,1.34,1323.0,0,512,0,1,165.63,34,1
6,4,15.6,4,8,4,2.4,1149.0,1000,256,0,1,141.21,34,2
5,1,13.3,4,8,1,1.29,899.0,0,128,1,1,165.63,33,1
3,2,15.6,4,4,1,2.2,639.0,500,0,0,0,141.21,34,2
5,2,15.6,4,8,1,2.18,836.0,1000,0,0,0,141.21,33,1
5,2,15.6,4,16,1,2.2,1219.24,2000,256,0,0,141.21,34,0
12,2,15.6,4,16,4,1.95,1399.95,0,256,0,1,141.21,34,2
4,3,11.6,1,2,1,1.1,245.0,0,0,0,0,135.09,29,1
2,2,15.6,1,4,1,2.04,521.47,1000,0,1,0,100.45,33,1
4,4,15.6,4,24,1,2.24,2968.0,0,512,0,0,141.21,34,2
2,2,15.6,4,8,1,2.04,889.0,0,256,0,0,141.21,33,2
4,4,17.3,4,16,1,3.0,1504.0,1000,256,0,0,127.34,34,2
6,4,15.6,4,8,1,3.2,1399.0,1000,256,0,1,141.21,34,2
2,1,13.3,4,8,1,1.32,1399.0,0,256,0,1,165.63,34,1
5,2,14.0,4,8,1,1.64,1279.73,0,256,0,0,157.35,33,1
2,2,15.6,1,4,1,1.63,689.0,0,128,0,0,100.45,32,1
5,2,17.3,4,8,3,2.8,889.0,1000,128,0,1,127.34,33,0
6,2,14.0,4,8,1,2.02,1340.0,0,256,0,0,157.35,33,1
6,2,15.6,4,4,1,2.2,799.0,1000,0,0,0,141.21,34,2
6,2,15.6,1,8,4,2.2,459.0,2000,0,0,0,100.45,32,2
5,2,15.6,4,4,1,2.3,585.0,500,0,0,0,141.21,33,0
5,2,15.6,4,8,1,1.9,1377.0,0,256,0,0,141.21,33,1
5,4,17.3,4,16,1,4.42,3012.77,1000,128,0,1,127.34,34,2
10,2,15.6,4,8,1,2.0,860.0,500,0,0,1,141.21,33,1
4,2,15.6,15,8,1,2.0,1299.0,1000,256,0,1,282.42,34,2
15,2,13.3,4,4,1,1.2,369.0,0,32,0,1,165.63,30,1
4,4,15.6,4,8,1,2.3,1649.0,1000,128,0,1,141.21,33,2
5,2,15.6,4,8,1,1.93,1369.0,0,256,0,0,141.21,34,2
5,2,15.6,4,8,1,2.2,797.41,0,256,0,0,141.21,33,0
2,2,15.6,4,4,1,1.86,398.99,0,256,0,0,141.21,36,1
2,4,17.3,4,12,1,2.62,1799.0,1000,0,0,0,127.34,34,2
6,2,14.0,4,8,1,1.87,859.0,0,256,0,1,157.35,34,2
5,1,13.3,14,8,1,1.2,1399.0,0,256,1,0,276.05,34,1
5,2,14.0,4,4,1,1.6,735.87,0,128,0,0,157.35,32,1
2,1,13.3,14,8,1,1.34,1145.0,0,256,0,1,276.05,34,1
3,4,15.6,4,8,3,2.4,798.0,1000,0,0,0,141.21,33,2
4,2,15.6,1,4,1,2.0,349.0,500,0,0,0,100.45,14,0
2,2,15.6,4,4,1,2.1,705.5,0,128,0,0,141.21,32,1
6,2,14.0,4,4,1,1.87,785.0,500,0,0,0,157.35,33,1
6,2,15.6,4,4,4,2.15,462.35,1000,0,0,0,141.21,33,1
2,2,15.6,4,4,1,1.86,397.0,500,0,0,0,141.21,32,1
6,2,15.6,4,8,1,1.99,1729.0,0,512,0,1,141.21,34,1
6,2,15.6,4,4,1,2.2,499.0,0,128,0,0,141.21,32,1
5,2,15.6,4,8,1,1.9,1116.99,0,256,0,0,141.21,33,1
5,4,17.3,4,16,1,4.42,2699.0,1000,256,0,1,127.34,34,2
2,2,17.3,3,8,1,2.65,544.15,1000,0,0,0,106.11,32,1
2,2,17.3,4,8,1,2.63,1280.0,1000,0,0,0,127.34,34,2
4,2,15.6,1,4,3,2.0,224.0,500,0,0,0,100.45,29,1
15,2,13.3,4,4,1,1.35,255.0,0,0,0,1,165.63,27,1
6,2,17.3,3,6,1,2.8,949.0,1000,128,0,0,106.11,34,2
2,2,15.6,4,6,1,1.91,568.9,0,128,0,1,141.21,2,0
5,2,15.6,1,4,1,2.18,617.9,1000,0,0,0,100.45,32,0
3,5,11.6,4,4,1,1.25,349.0,0,0,1,1,189.91,29,1
6,2,15.6,4,4,1,2.05,630.0,0,128,0,0,141.21,32,1
2,1,13.3,14,16,1,1.16,1965.0,0,512,1,1,276.05,31,1
6,2,17.3,4,8,1,3.4,2999.0,0,256,0,1,127.34,34,2
4,2,15.6,4,8,1,2.5,839.0,1000,128,0,0,141.21,33,2
5,1,13.3,15,8,1,1.21,1599.0,0,128,1,1,331.26,33,1
5,2,15.6,1,4,1,1.93,959.0,500,0,0,0,100.45,33,1
18,2,15.6,1,8,1,2.2,739.0,1000,0,0,0,100.45,33,1
6,2,15.6,4,4,1,2.2,344.0,500,0,0,0,141.21,36,1
6,2,14.0,1,4,1,2.02,990.0,500,0,0,0,111.94,33,1
2,6,17.3,3,8,1,3.14,1860.99,500,0,0,0,106.11,33,2
2,2,14.0,1,8,1,1.94,389.0,2000,0,0,0,111.94,36,1
2,2,15.6,4,6,1,1.95,649.0,0,256,0,1,141.21,12,0
6,2,15.6,4,8,1,2.3,830.0,0,256,0,0,141.21,33,1
6,2,15.6,4,4,1,2.05,685.0,500,0,0,0,141.21,33,1
15,2,14.0,4,4,1,1.4,249.0,0,32,0,0,157.35,27,1
10,1,14.0,4,16,1,1.24,1865.0,0,512,1,0,157.35,34,1
6,4,17.3,4,32,1,4.6,2663.0,1000,256,0,1,127.34,34,2
8,4,17.3,4,16,1,4.14,2729.0,1000,512,0,0,127.34,34,2
5,2,15.6,4,8,3,2.2,749.01,0,256,0,0,141.21,34,0
15,2,14.0,4,4,1,1.45,389.0,0,32,0,1,157.35,30,1
5,2,15.6,1,8,1,1.9,1008.52,500,0,0,0,100.45,33,1
2,2,13.3,4,4,1,1.49,719.0,0,128,0,0,165.63,32,1
5,2,15.6,4,16,1,1.93,1537.39,0,256,0,0,141.21,34,2
5,3,11.6,1,4,4,1.26,295.0,0,0,0,0,135.09,29,1
8,4,17.3,4,16,1,4.5,2349.0,1000,128,0,0,127.34,34,2
2,4,17.3,4,16,1,3.78,1498.0,1000,256,0,1,127.34,34,2
6,1,14.0,4,12,1,1.4,1673.0,0,256,0,1,157.35,34,1
6,2,15.6,1,12,1,2.2,609.0,1000,0,1,0,100.45,34,1
4,4,17.3,4,8,1,2.73,1770.0,1000,128,0,1,127.34,33,2
4,5,15.6,1,8,1,2.2,739.0,1000,0,1,0,100.45,33,1
6,2,15.6,4,12,1,2.2,949.0,0,512,0,0,141.21,4,0
5,5,11.6,1,4,1,1.39,603.0,0,128,1,0,135.09,31,1
16,2,15.6,4,16,1,2.5,1699.0,1000,128,0,0,141.21,34,2
6,2,17.3,4,4,4,2.8,529.0,500,0,0,0,127.34,32,1
6,2,15.6,1,8,1,2.29,459.0,1000,0,0,0,100.45,32,1
6,5,13.3,4,8,1,1.37,2025.0,0,512,1,1,165.63,34,1
6,2,14.0,4,8,1,1.7,1474.0,0,256,0,1,157.35,33,1
5,5,12.5,4,8,1,1.34,1670.0,0,256,1,0,176.23,33,1
5,6,15.6,4,8,1,2.06,1763.0,0,256,1,0,141.21,34,2
2,2,15.6,4,8,1,1.84,1219.0,0,256,0,0,141.21,34,1
2,2,15.6,1,4,1,2.1,668.48,500,0,0,0,100.45,32,1
3,2,14.0,4,4,1,1.6,329.0,0,0,0,0,157.35,30,1
8,4,17.3,4,16,1,4.14,2199.0,1000,128,0,0,127.34,34,2
5,2,15.6,1,4,3,2.18,465.0,1000,0,0,0,100.45,32,0
8,4,15.6,15,16,1,1.8,2299.0,2000,256,0,0,282.42,34,2
10,2,15.6,4,8,1,2.2,1399.0,0,256,0,1,141.21,34,1
6,2,15.6,4,6,1,2.4,564.0,1000,0,0,0,141.21,33,1
6,5,15.6,4,8,1,2.0,1299.0,0,256,1,1,141.21,34,1
3,2,14.0,1,4,1,1.6,349.0,0,0,0,0,111.94,36,1
6,2,15.6,15,32,1,2.5,4899.0,0,1000,0,1,282.42,38,2
5,4,15.6,4,16,1,2.59,879.01,1000,0,0,0,141.21,34,2
5,2,15.6,1,4,3,2.18,443.9,1000,0,0,0,100.45,32,1
5,2,15.6,1,4,3,2.25,359.0,1000,0,0,0,100.45,32,1
5,2,15.6,1,4,3,1.93,869.0,500,0,0,0,100.45,33,1
4,4,17.3,4,8,1,3.0,1168.0,1000,128,0,0,127.34,34,2
5,2,15.6,4,4,3,2.18,569.0,0,128,0,0,141.21,33,0
2,1,15.6,4,8,1,1.84,1389.0,0,512,0,0,141.21,34,1
8,4,15.6,4,16,1,2.94,2267.86,1000,256,0,0,141.21,34,2
3,5,11.6,1,4,4,1.25,379.0,0,0,1,1,135.09,30,1
2,2,14.0,1,8,1,2.31,1124.0,0,256,0,0,111.94,33,1
6,2,14.0,4,8,1,1.65,1465.0,0,256,0,0,157.35,33,1
5,2,15.6,4,4,1,2.2,776.0,1000,0,0,0,141.21,33,0
18,2,15.6,1,8,1,2.2,799.0,0,256,0,0,100.45,33,1
2,2,15.6,1,4,1,1.88,932.0,500,0,0,0,100.45,33,1
6,2,15.6,4,8,1,2.2,899.0,1000,0,0,0,141.21,34,2
15,2,14.0,4,2,1,1.4,239.0,0,0,0,0,157.35,27,1
6,2,15.6,4,4,4,2.2,468.0,0,128,0,0,141.21,33,1
4,5,13.3,4,6,1,1.5,639.01,1000,0,1,0,165.63,33,1
5,2,15.6,4,8,1,2.0,1820.0,0,256,0,0,141.21,34,2
4,1,14.0,4,16,1,1.1,1900.0,0,512,0,0,157.35,34,1
5,4,15.6,4,16,1,2.62,1479.0,1000,256,0,0,141.21,34,2
6,2,15.6,4,4,1,1.8,829.0,0,256,0,0,141.21,33,1
6,2,15.6,4,4,1,2.2,579.0,1000,0,0,0,141.21,32,2
4,2,15.6,1,8,1,2.0,399.0,1000,0,0,0,100.45,29,1
4,2,15.6,4,8,1,1.99,906.62,1000,0,0,0,141.21,33,2
5,1,13.3,14,8,1,1.23,1869.0,0,256,1,0,276.05,33,1
6,2,14.0,1,2,1,1.42,249.0,0,0,0,0,111.94,29,1
6,5,13.3,4,8,1,1.37,1757.42,0,256,1,1,165.63,34,1
5,2,15.6,15,16,1,2.06,2399.0,0,1000,1,0,282.42,34,2
6,4,15.6,4,8,1,2.5,1109.0,1000,128,0,1,141.21,34,2
2,2,17.0,3,8,1,2.6,520.9,1000,0,0,0,107.99,11,0
6,1,14.0,4,16,1,1.14,2450.0,0,512,0,1,157.35,34,1
4,4,15.6,4,8,4,2.5,1169.0,1000,0,0,1,141.21,34,2
3,2,15.6,1,4,1,2.4,450.0,500,0,0,0,100.45,32,1
6,2,14.0,1,4,1,1.43,274.0,0,0,0,0,111.94,29,1
3,1,14.0,4,8,1,1.8,919.0,0,256,0,1,157.35,33,1
14,4,14.0,4,16,1,1.95,2599.0,0,256,0,0,157.35,34,2
10,2,13.3,4,8,1,1.2,1213.0,0,256,0,0,165.63,33,1
6,1,12.5,4,8,1,1.36,1584.0,0,256,0,1,176.23,34,1
